,species_taxid,prev_index,isolation_source,305,34021,562,552,317,549,347,182337,104336,69393,550,375,339,28901,287,251701,2055,1913084,28450,57975,33059,294,198620,1641,1613,1590,1399,1392,1201031,1310165,554,548,456327,396,358,36746
0,,,,Ralstonia solanacearum,Candidatus Liberibacter asiaticus,Escherichia coli,Erwinia amylovora,Pseudomonas syringae,Pantoea agglomerans,Xanthomonas oryzae,Erwinia billingiae,Microbacterium foliorum,Pantoea sp.,Enterobacter cloacae,Bradyrhizobium japonicum,Xanthomonas campestris,Salmonella enterica,Pseudomonas aeruginosa,Pseudomonas syringae group genomosp. 3,Gordonia terrae,Pectobacterium sp.,Burkholderia pseudomallei,Burkholderia thailandensis,Acidithiobacillus caldus,Pseudomonas fluorescens,Pseudomonas koreensis,Listeria grayi,Limosilactobacillus fermentum,Lactiplantibacillus plantarum,Cytobacillus firmus,Bacillus anthracis,Pectobacterium aroidearum,Ralstonia pseudosolanacearum,Pectobacterium carotovorum,Klebsiella aerogenes,Xanthomonas euvesicatoria,Rhizobium phaseoli,Agrobacterium tumefaciens,Pseudomonas cichorii
Ralstonia phage YO170_1,2935370,11542,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO169_3,2935369,11541,tomato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO169_1,2935368,11540,tomato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO168_1,2935367,11539,tomato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO167_2,2935366,11538,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO167_1,2935365,11537,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO166_2,2935364,11536,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO166_1,2935363,11535,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO165_2,2935362,11534,tomato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO165_1,2935361,11533,tomato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO164_4,2935360,11532,rose,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO164_3,2935359,11531,rose,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO164_2,2935358,11530,rose,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO164_1,2935357,11529,rose,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO163_4,2935356,11528,rose,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO163_3,2935355,11527,rose,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO163_2,2935354,11526,rose,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO163_1,2935353,11525,rose,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO161_4,2935351,11523,ginger,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO161_1,2935350,11522,ginger,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO160_4,2935349,11521,banana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO160_3,2935348,11520,banana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO159_4,2935347,11519,banana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO159_2,2935346,11518,banana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO158_1,2935345,11517,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO156_5,2935344,11516,tomato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO156_1,2935343,11515,tomato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO155_1,2935342,11514,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO154_3,2935341,11513,tomato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO154_2,2935340,11512,tomato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO152_1,2935339,11511,eggplant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO151_1,2935338,11510,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO150_4,2935337,11509,tomato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO150_3,2935336,11508,tomato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO149_1,2935335,11507,tomato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO148_2,2935334,11506,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO148_1,2935333,11505,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO147_2,2935332,11504,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO147_1,2935331,11503,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO146_2,2935330,11502,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO146_1,2935329,11501,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO144_2,2935328,11500,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO144_1,2935327,11499,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO143_2,2935326,11498,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO143_1,2935325,11497,potato,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage YO141_2,2935324,11496,common bean,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
